"Sl","Gene"
"11506","ENSG00000177570"
"11507","ENSG00000177575"
"11508","ENSG00000177576"
"11509","ENSG00000177595"
"11510","ENSG00000177602"
"11511","ENSG00000177606"
"11512","ENSG00000177613"
"11513","ENSG00000177627"
"11514","ENSG00000177628"
"11515","ENSG00000177646"
"11516","ENSG00000177663"
"11517","ENSG00000177673"
"11518","ENSG00000177674"
"11519","ENSG00000177675"
"11520","ENSG00000177679"
"11521","ENSG00000177683"
"11522","ENSG00000177684"
"11523","ENSG00000177685"
"11524","ENSG00000177689"
"11525","ENSG00000177692"
"11526","ENSG00000177694"
"11527","ENSG00000177697"
"11528","ENSG00000177706"
"11529","ENSG00000177707"
"11530","ENSG00000177721"
"11531","ENSG00000177728"
"11532","ENSG00000177731"
"11533","ENSG00000177733"
"11534","ENSG00000177752"
"11535","ENSG00000177764"
"11536","ENSG00000177791"
"11537","ENSG00000177800"
"11538","ENSG00000177807"
"11539","ENSG00000177830"
"11540","ENSG00000177842"
"11541","ENSG00000177854"
"11542","ENSG00000177868"
"11543","ENSG00000177873"
"11544","ENSG00000177875"
"11545","ENSG00000177885"
"11546","ENSG00000177888"
"11547","ENSG00000177889"
"11548","ENSG00000177917"
"11549","ENSG00000177932"
"11550","ENSG00000177938"
"11551","ENSG00000177943"
"11552","ENSG00000177946"
"11553","ENSG00000177947"
"11554","ENSG00000177951"
"11555","ENSG00000177963"
"11556","ENSG00000177981"
"11557","ENSG00000177992"
"11558","ENSG00000177994"
"11559","ENSG00000178015"
"11560","ENSG00000178021"
"11561","ENSG00000178026"
"11562","ENSG00000178028"
"11563","ENSG00000178033"
"11564","ENSG00000178035"
"11565","ENSG00000178038"
"11566","ENSG00000178053"
"11567","ENSG00000178055"
"11568","ENSG00000178057"
"11569","ENSG00000178074"
"11570","ENSG00000178075"
"11571","ENSG00000178078"
"11572","ENSG00000178096"
"11573","ENSG00000178104"
"11574","ENSG00000178105"
"11575","ENSG00000178110"
"11576","ENSG00000178115"
"11577","ENSG00000178125"
"11578","ENSG00000178127"
"11579","ENSG00000178149"
"11580","ENSG00000178150"
"11581","ENSG00000178163"
"11582","ENSG00000178171"
"11583","ENSG00000178172"
"11584","ENSG00000178175"
"11585","ENSG00000178177"
"11586","ENSG00000178184"
"11587","ENSG00000178187"
"11588","ENSG00000178199"
"11589","ENSG00000178202"
"11590","ENSG00000178209"
"11591","ENSG00000178217"
"11592","ENSG00000178222"
"11593","ENSG00000178226"
"11594","ENSG00000178229"
"11595","ENSG00000178233"
"11596","ENSG00000178234"
"11597","ENSG00000178235"
"11598","ENSG00000178243"
"11599","ENSG00000178252"
"11600","ENSG00000178295"
"11601","ENSG00000178297"
"11602","ENSG00000178301"
"11603","ENSG00000178307"
"11604","ENSG00000178338"
"11605","ENSG00000178342"
"11606","ENSG00000178343"
"11607","ENSG00000178358"
"11608","ENSG00000178363"
"11609","ENSG00000178372"
"11610","ENSG00000178381"
"11611","ENSG00000178385"
"11612","ENSG00000178394"
"11613","ENSG00000178395"
"11614","ENSG00000178401"
"11615","ENSG00000178403"
"11616","ENSG00000178404"
"11617","ENSG00000178409"
"11618","ENSG00000178425"
"11619","ENSG00000178445"
"11620","ENSG00000178449"
"11621","ENSG00000178460"
"11622","ENSG00000178462"
"11623","ENSG00000178467"
"11624","ENSG00000178473"
"11625","ENSG00000178502"
"11626","ENSG00000178531"
"11627","ENSG00000178537"
"11628","ENSG00000178538"
"11629","ENSG00000178568"
"11630","ENSG00000178573"
"11631","ENSG00000178585"
"11632","ENSG00000178586"
"11633","ENSG00000178591"
"11634","ENSG00000178597"
"11635","ENSG00000178605"
"11636","ENSG00000178607"
"11637","ENSG00000178645"
"11638","ENSG00000178662"
"11639","ENSG00000178685"
"11640","ENSG00000178690"
"11641","ENSG00000178694"
"11642","ENSG00000178700"
"11643","ENSG00000178718"
"11644","ENSG00000178719"
"11645","ENSG00000178722"
"11646","ENSG00000178726"
"11647","ENSG00000178734"
"11648","ENSG00000178741"
"11649","ENSG00000178750"
"11650","ENSG00000178764"
"11651","ENSG00000178772"
"11652","ENSG00000178773"
"11653","ENSG00000178796"
"11654","ENSG00000178802"
"11655","ENSG00000178803"
"11656","ENSG00000178804"
"11657","ENSG00000178809"
"11658","ENSG00000178821"
"11659","ENSG00000178826"
"11660","ENSG00000178828"
"11661","ENSG00000178852"
"11662","ENSG00000178878"
"11663","ENSG00000178896"
"11664","ENSG00000178904"
"11665","ENSG00000178913"
"11666","ENSG00000178917"
"11667","ENSG00000178921"
"11668","ENSG00000178922"
"11669","ENSG00000178927"
"11670","ENSG00000178928"
"11671","ENSG00000178932"
"11672","ENSG00000178934"
"11673","ENSG00000178950"
"11674","ENSG00000178951"
"11675","ENSG00000178952"
"11676","ENSG00000178965"
"11677","ENSG00000178966"
"11678","ENSG00000178971"
"11679","ENSG00000178982"
"11680","ENSG00000178996"
"11681","ENSG00000178997"
"11682","ENSG00000178999"
"11683","ENSG00000179010"
"11684","ENSG00000179021"
"11685","ENSG00000179023"
"11686","ENSG00000179028"
"11687","ENSG00000179029"
"11688","ENSG00000179041"
"11689","ENSG00000179044"
"11690","ENSG00000179046"
"11691","ENSG00000179055"
"11692","ENSG00000179057"
"11693","ENSG00000179058"
"11694","ENSG00000179059"
"11695","ENSG00000179071"
"11696","ENSG00000179085"
"11697","ENSG00000179088"
"11698","ENSG00000179091"
"11699","ENSG00000179097"
"11700","ENSG00000179104"
"11701","ENSG00000179115"
"11702","ENSG00000179119"
"11703","ENSG00000179133"
"11704","ENSG00000179134"
"11705","ENSG00000179142"
"11706","ENSG00000179144"
"11707","ENSG00000179148"
"11708","ENSG00000179151"
"11709","ENSG00000179165"
"11710","ENSG00000179168"
"11711","ENSG00000179178"
"11712","ENSG00000179213"
"11713","ENSG00000179218"
"11714","ENSG00000179222"
"11715","ENSG00000179241"
"11716","ENSG00000179242"
"11717","ENSG00000179253"
"11718","ENSG00000179256"
"11719","ENSG00000179270"
"11720","ENSG00000179284"
"11721","ENSG00000179292"
"11722","ENSG00000179295"
"11723","ENSG00000179299"
"11724","ENSG00000179300"
"11725","ENSG00000179314"
"11726","ENSG00000179331"
"11727","ENSG00000179335"
"11728","ENSG00000179344"
"11729","ENSG00000179348"
"11730","ENSG00000179363"
"11731","ENSG00000179364"
"11732","ENSG00000179387"
"11733","ENSG00000179388"
"11734","ENSG00000179399"
"11735","ENSG00000179403"
"11736","ENSG00000179407"
"11737","ENSG00000179454"
"11738","ENSG00000179455"
"11739","ENSG00000179477"
"11740","ENSG00000179526"
"11741","ENSG00000179528"
"11742","ENSG00000179532"
"11743","ENSG00000179542"
"11744","ENSG00000179562"
"11745","ENSG00000179564"
"11746","ENSG00000179580"
"11747","ENSG00000179583"
"11748","ENSG00000179588"
"11749","ENSG00000179598"
"11750","ENSG00000179603"
"11751","ENSG00000179604"
"11752","ENSG00000179627"
"11753","ENSG00000179630"
"11754","ENSG00000179636"
"11755","ENSG00000179639"
"11756","ENSG00000179674"
"11757","ENSG00000179715"
"11758","ENSG00000179751"
"11759","ENSG00000179755"
"11760","ENSG00000179761"
"11761","ENSG00000179772"
"11762","ENSG00000179774"
"11763","ENSG00000179776"
"11764","ENSG00000179796"
"11765","ENSG00000179813"
"11766","ENSG00000179832"
"11767","ENSG00000179833"
"11768","ENSG00000179837"
"11769","ENSG00000179840"
"11770","ENSG00000179841"
"11771","ENSG00000179846"
"11772","ENSG00000179869"
"11773","ENSG00000179873"
"11774","ENSG00000179889"
"11775","ENSG00000179902"
"11776","ENSG00000179912"
"11777","ENSG00000179913"
"11778","ENSG00000179914"
"11779","ENSG00000179918"
"11780","ENSG00000179919"
"11781","ENSG00000179930"
"11782","ENSG00000179933"
"11783","ENSG00000179938"
"11784","ENSG00000179950"
"11785","ENSG00000179954"
"11786","ENSG00000179958"
"11787","ENSG00000179965"
"11788","ENSG00000179981"
"11789","ENSG00000179988"
"11790","ENSG00000180008"
"11791","ENSG00000180011"
"11792","ENSG00000180035"
"11793","ENSG00000180043"
"11794","ENSG00000180044"
"11795","ENSG00000180066"
"11796","ENSG00000180096"
"11797","ENSG00000180098"
"11798","ENSG00000180104"
"11799","ENSG00000180113"
"11800","ENSG00000180116"
"11801","ENSG00000180155"
"11802","ENSG00000180176"
"11803","ENSG00000180185"
"11804","ENSG00000180190"
"11805","ENSG00000180198"
"11806","ENSG00000180205"
"11807","ENSG00000180209"
"11808","ENSG00000180210"
"11809","ENSG00000180219"
"11810","ENSG00000180228"
"11811","ENSG00000180245"
"11812","ENSG00000180251"
"11813","ENSG00000180257"
"11814","ENSG00000180259"
"11815","ENSG00000180263"
"11816","ENSG00000180264"
"11817","ENSG00000180269"
"11818","ENSG00000180279"
"11819","ENSG00000180287"
"11820","ENSG00000180305"
"11821","ENSG00000180316"
"11822","ENSG00000180318"
"11823","ENSG00000180329"
"11824","ENSG00000180332"
"11825","ENSG00000180336"
"11826","ENSG00000180346"
"11827","ENSG00000180347"
"11828","ENSG00000180353"
"11829","ENSG00000180354"
"11830","ENSG00000180357"
"11831","ENSG00000180370"
"11832","ENSG00000180376"
"11833","ENSG00000180383"
"11834","ENSG00000180389"
"11835","ENSG00000180398"
"11836","ENSG00000180423"
"11837","ENSG00000180438"
"11838","ENSG00000180440"
"11839","ENSG00000180447"
"11840","ENSG00000180448"
"11841","ENSG00000180475"
"11842","ENSG00000180481"
"11843","ENSG00000180483"
"11844","ENSG00000180488"
"11845","ENSG00000180509"
"11846","ENSG00000180530"
"11847","ENSG00000180532"
"11848","ENSG00000180535"
"11849","ENSG00000180537"
"11850","ENSG00000180539"
"11851","ENSG00000180543"
"11852","ENSG00000180573"
"11853","ENSG00000180592"
"11854","ENSG00000180611"
"11855","ENSG00000180616"
"11856","ENSG00000180628"
"11857","ENSG00000180638"
"11858","ENSG00000180644"
"11859","ENSG00000180667"
"11860","ENSG00000180694"
"11861","ENSG00000180720"
"11862","ENSG00000180739"
"11863","ENSG00000180745"
"11864","ENSG00000180758"
"11865","ENSG00000180772"
"11866","ENSG00000180773"
"11867","ENSG00000180776"
"11868","ENSG00000180785"
"11869","ENSG00000180787"
"11870","ENSG00000180801"
"11871","ENSG00000180815"
"11872","ENSG00000180817"
"11873","ENSG00000180818"
"11874","ENSG00000180834"
"11875","ENSG00000180855"
"11876","ENSG00000180869"
"11877","ENSG00000180871"
"11878","ENSG00000180872"
"11879","ENSG00000180875"
"11880","ENSG00000180879"
"11881","ENSG00000180881"
"11882","ENSG00000180884"
"11883","ENSG00000180891"
"11884","ENSG00000180900"
"11885","ENSG00000180909"
"11886","ENSG00000180914"
"11887","ENSG00000180917"
"11888","ENSG00000180921"
"11889","ENSG00000180929"
"11890","ENSG00000180957"
"11891","ENSG00000180979"
"11892","ENSG00000180992"
"11893","ENSG00000180998"
"11894","ENSG00000180999"
"11895","ENSG00000181001"
"11896","ENSG00000181013"
"11897","ENSG00000181016"
"11898","ENSG00000181019"
"11899","ENSG00000181023"
"11900","ENSG00000181026"
"11901","ENSG00000181029"
"11902","ENSG00000181031"
"11903","ENSG00000181035"
"11904","ENSG00000181039"
"11905","ENSG00000181045"
"11906","ENSG00000181061"
"11907","ENSG00000181072"
"11908","ENSG00000181085"
"11909","ENSG00000181092"
"11910","ENSG00000181104"
"11911","ENSG00000181135"
"11912","ENSG00000181143"
"11913","ENSG00000181163"
"11914","ENSG00000181191"
"11915","ENSG00000181192"
"11916","ENSG00000181195"
"11917","ENSG00000181218"
"11918","ENSG00000181220"
"11919","ENSG00000181222"
"11920","ENSG00000181234"
"11921","ENSG00000181240"
"11922","ENSG00000181274"
"11923","ENSG00000181284"
"11924","ENSG00000181322"
"11925","ENSG00000181323"
"11926","ENSG00000181333"
"11927","ENSG00000181350"
"11928","ENSG00000181355"
"11929","ENSG00000181378"
"11930","ENSG00000181381"
"11931","ENSG00000181396"
"11932","ENSG00000181409"
"11933","ENSG00000181433"
"11934","ENSG00000181444"
"11935","ENSG00000181449"
"11936","ENSG00000181450"
"11937","ENSG00000181458"
"11938","ENSG00000181472"
"11939","ENSG00000181481"
"11940","ENSG00000181495"
"11941","ENSG00000181513"
"11942","ENSG00000181523"
"11943","ENSG00000181544"
"11944","ENSG00000181552"
"11945","ENSG00000181555"
"11946","ENSG00000181562"
"11947","ENSG00000181577"
"11948","ENSG00000181585"
"11949","ENSG00000181609"
"11950","ENSG00000181610"
"11951","ENSG00000181617"
"11952","ENSG00000181619"
"11953","ENSG00000181625"
"11954","ENSG00000181631"
"11955","ENSG00000181634"
"11956","ENSG00000181649"
"11957","ENSG00000181656"
"11958","ENSG00000181666"
"11959","ENSG00000181698"
"11960","ENSG00000181704"
"11961","ENSG00000181722"
"11962","ENSG00000181733"
"11963","ENSG00000181744"
"11964","ENSG00000181751"
"11965","ENSG00000181754"
"11966","ENSG00000181773"
"11967","ENSG00000181778"
"11968","ENSG00000181784"
"11969","ENSG00000181786"
"11970","ENSG00000181789"
"11971","ENSG00000181790"
"11972","ENSG00000181817"
"11973","ENSG00000181826"
"11974","ENSG00000181827"
"11975","ENSG00000181852"
"11976","ENSG00000181856"
"11977","ENSG00000181867"
"11978","ENSG00000181873"
"11979","ENSG00000181877"
"11980","ENSG00000181885"
"11981","ENSG00000181894"
"11982","ENSG00000181915"
"11983","ENSG00000181924"
"11984","ENSG00000181938"
"11985","ENSG00000181982"
"11986","ENSG00000181991"
"11987","ENSG00000182010"
"11988","ENSG00000182013"
"11989","ENSG00000182022"
"11990","ENSG00000182035"
"11991","ENSG00000182040"
"11992","ENSG00000182050"
"11993","ENSG00000182054"
"11994","ENSG00000182077"
"11995","ENSG00000182083"
"11996","ENSG00000182087"
"11997","ENSG00000182093"
"11998","ENSG00000182095"
"11999","ENSG00000182107"
"12000","ENSG00000182108"
"12001","ENSG00000182132"
"12002","ENSG00000182134"
"12003","ENSG00000182149"
"12004","ENSG00000182150"
"12005","ENSG00000182154"
"12006","ENSG00000182156"
"12007","ENSG00000182158"
"12008","ENSG00000182162"
"12009","ENSG00000182168"
"12010","ENSG00000182173"
"12011","ENSG00000182175"
"12012","ENSG00000182179"
"12013","ENSG00000182183"
"12014","ENSG00000182185"
"12015","ENSG00000182195"
"12016","ENSG00000182196"
"12017","ENSG00000182197"
"12018","ENSG00000182199"
"12019","ENSG00000182208"
"12020","ENSG00000182217"
"12021","ENSG00000182218"
"12022","ENSG00000182220"
"12023","ENSG00000182224"
"12024","ENSG00000182240"
"12025","ENSG00000182247"
"12026","ENSG00000182253"
"12027","ENSG00000182255"
"12028","ENSG00000182256"
"12029","ENSG00000182261"
"12030","ENSG00000182263"
"12031","ENSG00000182264"
"12032","ENSG00000182271"
"12033","ENSG00000182272"
"12034","ENSG00000182287"
"12035","ENSG00000182307"
"12036","ENSG00000182315"
"12037","ENSG00000182318"
"12038","ENSG00000182319"
"12039","ENSG00000182326"
"12040","ENSG00000182329"
"12041","ENSG00000182333"
"12042","ENSG00000182348"
"12043","ENSG00000182352"
"12044","ENSG00000182359"
"12045","ENSG00000182362"
"12046","ENSG00000182368"
"12047","ENSG00000182378"
"12048","ENSG00000182389"
"12049","ENSG00000182400"
"12050","ENSG00000182405"
"12051","ENSG00000182446"
"12052","ENSG00000182447"
"12053","ENSG00000182459"
"12054","ENSG00000182463"
"12055","ENSG00000182472"
"12056","ENSG00000182473"
"12057","ENSG00000182481"
"12058","ENSG00000182484"
"12059","ENSG00000182489"
"12060","ENSG00000182492"
"12061","ENSG00000182500"
"12062","ENSG00000182504"
"12063","ENSG00000182508"
"12064","ENSG00000182511"
"12065","ENSG00000182512"
"12066","ENSG00000182518"
"12067","ENSG00000182521"
"12068","ENSG00000182533"
"12069","ENSG00000182534"
"12070","ENSG00000182541"
"12071","ENSG00000182544"
"12072","ENSG00000182545"
"12073","ENSG00000182551"
"12074","ENSG00000182552"
"12075","ENSG00000182557"
"12076","ENSG00000182566"
"12077","ENSG00000182568"
"12078","ENSG00000182572"
"12079","ENSG00000182578"
"12080","ENSG00000182580"
"12081","ENSG00000182585"
"12082","ENSG00000182600"
"12083","ENSG00000182606"
"12084","ENSG00000182611"
"12085","ENSG00000182613"
"12086","ENSG00000182621"
"12087","ENSG00000182631"
"12088","ENSG00000182645"
"12089","ENSG00000182652"
"12090","ENSG00000182667"
"12091","ENSG00000182670"
"12092","ENSG00000182676"
"12093","ENSG00000182685"
"12094","ENSG00000182687"
"12095","ENSG00000182698"
"12096","ENSG00000182700"
"12097","ENSG00000182704"
"12098","ENSG00000182712"
"12099","ENSG00000182718"
"12100","ENSG00000182732"
"12101","ENSG00000182747"
"12102","ENSG00000182749"
"12103","ENSG00000182752"
"12104","ENSG00000182768"
"12105","ENSG00000182774"
"12106","ENSG00000182776"
"12107","ENSG00000182782"
"12108","ENSG00000182791"
"12109","ENSG00000182793"
"12110","ENSG00000182795"
"12111","ENSG00000182798"
"12112","ENSG00000182809"
"12113","ENSG00000182810"
"12114","ENSG00000182824"
"12115","ENSG00000182827"
"12116","ENSG00000182831"
"12117","ENSG00000182836"
"12118","ENSG00000182853"
"12119","ENSG00000182858"
"12120","ENSG00000182866"
"12121","ENSG00000182871"
"12122","ENSG00000182872"
"12123","ENSG00000182885"
"12124","ENSG00000182890"
"12125","ENSG00000182898"
"12126","ENSG00000182901"
"12127","ENSG00000182909"
"12128","ENSG00000182916"
"12129","ENSG00000182919"
"12130","ENSG00000182931"
"12131","ENSG00000182938"
"12132","ENSG00000182944"
"12133","ENSG00000182950"
"12134","ENSG00000182952"
"12135","ENSG00000182957"
"12136","ENSG00000182973"
"12137","ENSG00000182979"
"12138","ENSG00000182985"
"12139","ENSG00000182986"
"12140","ENSG00000182993"
"12141","ENSG00000183010"
"12142","ENSG00000183019"
"12143","ENSG00000183020"
"12144","ENSG00000183023"
"12145","ENSG00000183032"
"12146","ENSG00000183034"
"12147","ENSG00000183035"
"12148","ENSG00000183036"
"12149","ENSG00000183038"
"12150","ENSG00000183044"
"12151","ENSG00000183048"
"12152","ENSG00000183049"
"12153","ENSG00000183060"
"12154","ENSG00000183077"
"12155","ENSG00000183087"
"12156","ENSG00000183090"
"12157","ENSG00000183091"
"12158","ENSG00000183092"
"12159","ENSG00000183098"
"12160","ENSG00000183114"
"12161","ENSG00000183128"
"12162","ENSG00000183130"
"12163","ENSG00000183134"
"12164","ENSG00000183137"
"12165","ENSG00000183145"
"12166","ENSG00000183150"
"12167","ENSG00000183153"
"12168","ENSG00000183155"
"12169","ENSG00000183160"
"12170","ENSG00000183166"
"12171","ENSG00000183172"
"12172","ENSG00000183186"
"12173","ENSG00000183206"
"12174","ENSG00000183207"
"12175","ENSG00000183208"
"12176","ENSG00000183230"
"12177","ENSG00000183246"
"12178","ENSG00000183250"
"12179","ENSG00000183255"
"12180","ENSG00000183258"
"12181","ENSG00000183273"
"12182","ENSG00000183287"
"12183","ENSG00000183292"
"12184","ENSG00000183309"
"12185","ENSG00000183317"
"12186","ENSG00000183318"
"12187","ENSG00000183323"
"12188","ENSG00000183324"
"12189","ENSG00000183336"
"12190","ENSG00000183340"
"12191","ENSG00000183346"
"12192","ENSG00000183347"
"12193","ENSG00000183354"
"12194","ENSG00000183379"
"12195","ENSG00000183386"
"12196","ENSG00000183395"
"12197","ENSG00000183396"
"12198","ENSG00000183397"
"12199","ENSG00000183401"
"12200","ENSG00000183421"
"12201","ENSG00000183423"
"12202","ENSG00000183426"
"12203","ENSG00000183431"
"12204","ENSG00000183439"
"12205","ENSG00000183454"
"12206","ENSG00000183463"
"12207","ENSG00000183470"
"12208","ENSG00000183473"
"12209","ENSG00000183475"
"12210","ENSG00000183476"
"12211","ENSG00000183479"
"12212","ENSG00000183484"
"12213","ENSG00000183486"
"12214","ENSG00000183495"
"12215","ENSG00000183496"
"12216","ENSG00000183508"
"12217","ENSG00000183520"
"12218","ENSG00000183549"
"12219","ENSG00000183558"
"12220","ENSG00000183559"
"12221","ENSG00000183562"
"12222","ENSG00000183569"
"12223","ENSG00000183570"
"12224","ENSG00000183571"
"12225","ENSG00000183576"
"12226","ENSG00000183579"
"12227","ENSG00000183580"
"12228","ENSG00000183597"
"12229","ENSG00000183598"
"12230","ENSG00000183605"
"12231","ENSG00000183615"
"12232","ENSG00000183617"
"12233","ENSG00000183621"
"12234","ENSG00000183624"
"12235","ENSG00000183625"
"12236","ENSG00000183628"
"12237","ENSG00000183631"
"12238","ENSG00000183632"
"12239","ENSG00000183640"
"12240","ENSG00000183643"
"12241","ENSG00000183644"
"12242","ENSG00000183647"
"12243","ENSG00000183648"
"12244","ENSG00000183653"
"12245","ENSG00000183654"
"12246","ENSG00000183655"
"12247","ENSG00000183662"
"12248","ENSG00000183665"
"12249","ENSG00000183668"
"12250","ENSG00000183671"
"12251","ENSG00000183678"
"12252","ENSG00000183682"
"12253","ENSG00000183684"
"12254","ENSG00000183688"
"12255","ENSG00000183690"
"12256","ENSG00000183691"
"12257","ENSG00000183696"
"12258","ENSG00000183706"
"12259","ENSG00000183709"
"12260","ENSG00000183723"
"12261","ENSG00000183735"
"12262","ENSG00000183741"
"12263","ENSG00000183742"
"12264","ENSG00000183748"
"12265","ENSG00000183751"
"12266","ENSG00000183760"
"12267","ENSG00000183763"
"12268","ENSG00000183765"
"12269","ENSG00000183773"
"12270","ENSG00000183775"
"12271","ENSG00000183778"
"12272","ENSG00000183779"
"12273","ENSG00000183780"
"12274","ENSG00000183783"
"12275","ENSG00000183784"
"12276","ENSG00000183785"
"12277","ENSG00000183793"
"12278","ENSG00000183798"
"12279","ENSG00000183801"
"12280","ENSG00000183807"
"12281","ENSG00000183808"
"12282","ENSG00000183813"
"12283","ENSG00000183814"
"12284","ENSG00000183826"
"12285","ENSG00000183828"
"12286","ENSG00000183831"
"12287","ENSG00000183833"
"12288","ENSG00000183837"
"12289","ENSG00000183840"
"12290","ENSG00000183844"
"12291","ENSG00000183853"
"12292","ENSG00000183856"
"12293","ENSG00000183862"
"12294","ENSG00000183864"
"12295","ENSG00000183876"
"12296","ENSG00000183878"
"12297","ENSG00000183888"
"12298","ENSG00000183889"
"12299","ENSG00000183891"
"12300","ENSG00000183908"
"12301","ENSG00000183941"
"12302","ENSG00000183943"
"12303","ENSG00000183960"
"12304","ENSG00000183963"
"12305","ENSG00000183977"
"12306","ENSG00000183978"
"12307","ENSG00000184007"
"12308","ENSG00000184009"
"12309","ENSG00000184012"
"12310","ENSG00000184014"
"12311","ENSG00000184022"
"12312","ENSG00000184029"
"12313","ENSG00000184033"
"12314","ENSG00000184047"
"12315","ENSG00000184056"
"12316","ENSG00000184083"
"12317","ENSG00000184108"
"12318","ENSG00000184110"
"12319","ENSG00000184113"
"12320","ENSG00000184144"
"12321","ENSG00000184148"
"12322","ENSG00000184154"
"12323","ENSG00000184156"
"12324","ENSG00000184162"
"12325","ENSG00000184163"
"12326","ENSG00000184164"
"12327","ENSG00000184178"
"12328","ENSG00000184182"
"12329","ENSG00000184185"
"12330","ENSG00000184194"
"12331","ENSG00000184203"
"12332","ENSG00000184205"
"12333","ENSG00000184206"
"12334","ENSG00000184207"
"12335","ENSG00000184208"
"12336","ENSG00000184210"
"12337","ENSG00000184216"
"12338","ENSG00000184220"
"12339","ENSG00000184221"
"12340","ENSG00000184224"
"12341","ENSG00000184226"
"12342","ENSG00000184227"
"12343","ENSG00000184232"
"12344","ENSG00000184254"
"12345","ENSG00000184260"
"12346","ENSG00000184270"
"12347","ENSG00000184271"
"12348","ENSG00000184276"
"12349","ENSG00000184277"
"12350","ENSG00000184281"
"12351","ENSG00000184292"
"12352","ENSG00000184302"
"12353","ENSG00000184304"
"12354","ENSG00000184305"
"12355","ENSG00000184307"
"12356","ENSG00000184313"
"12357","ENSG00000184321"
"12358","ENSG00000184330"
"12359","ENSG00000184343"
"12360","ENSG00000184344"
"12361","ENSG00000184347"
"12362","ENSG00000184348"
"12363","ENSG00000184349"
"12364","ENSG00000184350"
"12365","ENSG00000184357"
"12366","ENSG00000184361"
"12367","ENSG00000184363"
"12368","ENSG00000184368"
"12369","ENSG00000184374"
"12370","ENSG00000184378"
"12371","ENSG00000184381"
"12372","ENSG00000184384"
"12373","ENSG00000184385"
"12374","ENSG00000184388"
"12375","ENSG00000184402"
"12376","ENSG00000184408"
"12377","ENSG00000184428"
"12378","ENSG00000184432"
"12379","ENSG00000184434"
"12380","ENSG00000184436"
"12381","ENSG00000184445"
"12382","ENSG00000184451"
"12383","ENSG00000184454"
"12384","ENSG00000184459"
"12385","ENSG00000184465"
"12386","ENSG00000184470"
"12387","ENSG00000184481"
"12388","ENSG00000184489"
"12389","ENSG00000184492"
"12390","ENSG00000184497"
"12391","ENSG00000184500"
"12392","ENSG00000184502"
"12393","ENSG00000184507"
"12394","ENSG00000184508"
"12395","ENSG00000184524"
"12396","ENSG00000184530"
"12397","ENSG00000184544"
"12398","ENSG00000184545"
"12399","ENSG00000184557"
"12400","ENSG00000184560"
"12401","ENSG00000184564"
"12402","ENSG00000184566"
"12403","ENSG00000184574"
"12404","ENSG00000184575"
"12405","ENSG00000184584"
"12406","ENSG00000184588"
"12407","ENSG00000184599"
"12408","ENSG00000184601"
"12409","ENSG00000184602"
"12410","ENSG00000184608"
"12411","ENSG00000184611"
"12412","ENSG00000184613"
"12413","ENSG00000184619"
"12414","ENSG00000184634"
"12415","ENSG00000184640"
"12416","ENSG00000184647"
"12417","ENSG00000184650"
"12418","ENSG00000184659"
"12419","ENSG00000184661"
"12420","ENSG00000184677"
"12421","ENSG00000184682"
"12422","ENSG00000184697"
"12423","ENSG00000184702"
"12424","ENSG00000184708"
"12425","ENSG00000184709"
"12426","ENSG00000184716"
"12427","ENSG00000184730"
"12428","ENSG00000184731"
"12429","ENSG00000184735"
"12430","ENSG00000184752"
"12431","ENSG00000184779"
"12432","ENSG00000184787"
"12433","ENSG00000184792"
"12434","ENSG00000184809"
"12435","ENSG00000184811"
"12436","ENSG00000184814"
"12437","ENSG00000184825"
"12438","ENSG00000184828"
"12439","ENSG00000184831"
"12440","ENSG00000184838"
"12441","ENSG00000184840"
"12442","ENSG00000184845"
"12443","ENSG00000184857"
"12444","ENSG00000184860"
"12445","ENSG00000184863"
"12446","ENSG00000184867"
"12447","ENSG00000184886"
"12448","ENSG00000184887"
"12449","ENSG00000184895"
"12450","ENSG00000184897"
"12451","ENSG00000184898"
"12452","ENSG00000184900"
"12453","ENSG00000184903"
"12454","ENSG00000184909"
"12455","ENSG00000184916"
"12456","ENSG00000184922"
"12457","ENSG00000184924"
"12458","ENSG00000184925"
"12459","ENSG00000184937"
"12460","ENSG00000184939"
"12461","ENSG00000184945"
"12462","ENSG00000184949"
"12463","ENSG00000184956"
"12464","ENSG00000184967"
"12465","ENSG00000184979"
"12466","ENSG00000184983"
"12467","ENSG00000184984"
"12468","ENSG00000184986"
"12469","ENSG00000184992"
"12470","ENSG00000184995"
"12471","ENSG00000185000"
"12472","ENSG00000185002"
"12473","ENSG00000185008"
"12474","ENSG00000185010"
"12475","ENSG00000185015"
"12476","ENSG00000185019"
"12477","ENSG00000185022"
"12478","ENSG00000185028"
"12479","ENSG00000185033"
"12480","ENSG00000185038"
"12481","ENSG00000185043"
"12482","ENSG00000185046"
"12483","ENSG00000185049"
"12484","ENSG00000185052"
"12485","ENSG00000185053"
"12486","ENSG00000185055"
"12487","ENSG00000185056"
"12488","ENSG00000185068"
"12489","ENSG00000185069"
"12490","ENSG00000185085"
"12491","ENSG00000185097"
"12492","ENSG00000185101"
"12493","ENSG00000185104"
"12494","ENSG00000185122"
"12495","ENSG00000185127"
"12496","ENSG00000185133"
"12497","ENSG00000185149"
"12498","ENSG00000185156"
"12499","ENSG00000185158"
"12500","ENSG00000185163"
"12501","ENSG00000185176"
"12502","ENSG00000185187"
"12503","ENSG00000185189"
"12504","ENSG00000185201"
